LotArea,Neighborhood,YearBuilt,BsmtFinSF1,TotalBsmtSF,1stFlrSF,GrLivArea,GarageArea,SalePrice
9000,9,1937,0,780,780,1375,544,141000
10041,20,1992,789,908,927,1915,506,220000
3182,21,2004,0,600,600,1200,480,151000
12803,5,2002,922,1494,1494,1494,530,221000
13600,12,1965,454,768,1186,1986,486,205000
12464,5,1996,732,1040,1040,1040,576,152000
7800,7,1948,603,896,1112,2008,230,225000
12168,6,1934,428,965,1940,3194,380,359100
7943,19,1961,903,1029,1029,1029,261,118500
11050,5,2000,904,1440,1476,2153,736,313000
10395,14,1978,605,1032,1032,1032,564,148000
11885,5,2001,990,1299,1299,1872,531,261500
8402,11,2007,206,1120,1120,1120,0,147000
1491,10,1972,150,630,630,630,0,75500
8800,12,1963,763,936,1054,1054,480,137500
7861,8,2002,457,783,807,1509,393,183200
7227,12,1954,0,832,832,832,528,105500
11694,16,2007,48,1822,1828,1828,774,314813
12244,23,2003,871,1482,1482,2262,749,305000
8248,7,1914,41,864,864,864,0,67000
10800,14,1974,956,1522,1548,2614,624,240000
7064,19,1977,560,980,980,980,484,135000
2117,21,2000,420,756,756,1512,440,168500
10400,14,1972,247,732,1012,1790,484,165150
10000,12,1962,0,1116,1116,1116,440,160000
12342,12,1960,0,978,1422,1422,286,139900
9600,12,1955,674,1156,1520,1520,364,153000
11606,12,1969,650,1040,1040,2080,504,135000
9020,12,1964,624,1248,1350,1350,520,168500
9000,17,1880,0,636,1089,1750,240,124000
4590,16,2006,24,1554,1554,1554,627,209500
11900,14,1977,822,1386,1411,1411,544,82500
9250,12,1954,480,1056,1056,1056,260,139400
6979,17,1980,1056,1056,1056,1056,576,144000
10896,18,1914,256,1440,1440,3395,0,200000
6120,3,1936,0,264,800,800,0,60000
6000,17,1954,0,811,811,1387,256,93000
8777,7,1910,0,796,796,796,0,85000
3982,0,2006,1154,1520,1567,1567,648,264561
12677,16,2003,1218,1518,1518,1518,588,274000
7050,21,2001,738,1057,1057,1929,650,226000
13860,12,1972,1410,1952,2000,2704,538,345000
10793,14,1969,493,780,780,1620,462,152000
9187,21,2009,1121,1766,1766,1766,478,370878
10530,12,1971,282,981,981,981,576,143250
7200,12,1950,0,0,1048,1048,420,98300
10452,7,1953,500,1094,1094,1094,495,155000
7700,12,1966,0,756,1051,1839,442,155000
1936,10,1970,131,630,630,630,0,84500
8125,21,2007,0,813,822,1665,562,205950
9084,7,1940,0,755,755,1510,296,108000
8750,5,1996,0,880,909,1716,512,191000
10320,9,1906,0,756,756,1469,216,135000
10437,15,1995,1696,2109,2113,2113,839,350000
1680,2,1971,0,525,525,1092,264,88000
10007,12,1959,806,1053,1053,1053,312,145500
7200,6,1931,0,776,851,1502,270,149000
17503,12,1948,0,912,912,1458,330,97500
9937,7,1964,637,1486,1486,1486,480,167000
12384,14,1976,0,793,1142,1935,550,197900
46589,15,1994,1361,1629,1686,2448,711,402000
13560,12,1968,0,1392,1392,1392,576,110000
10012,7,1972,920,1138,1181,1181,588,137500
20896,21,2005,1721,2077,2097,2097,1134,423000
11194,8,2000,0,1406,1454,1936,504,230500
18450,12,1965,187,1021,1465,2380,596,129000
8125,20,1994,1138,1408,1679,1679,575,193500
14175,19,1956,988,1188,1437,1437,576,168000
11600,6,1922,0,700,1180,1180,252,137500
8633,5,2005,193,738,738,1476,540,173500
6629,7,1925,551,672,697,1369,300,103600
11250,24,1977,767,1208,1208,1208,546,165000
14442,6,1957,1186,1477,1839,1839,416,257500
9200,12,1965,892,1136,1136,1136,384,140000
2289,13,1978,311,855,855,1441,440,148500
9600,17,1900,0,1095,1095,1774,779,87000
9022,17,1924,0,768,792,792,240,109500
11844,22,2008,0,2046,2046,2046,834,372500
9945,19,1961,827,988,988,988,572,128500
8012,20,1980,543,923,923,923,264,143000
4500,18,1932,182,793,848,1520,281,159434
2887,4,1996,1003,1291,1291,1291,431,173000
11248,5,2002,1059,1626,1668,1668,702,285000
16770,15,1998,0,1195,1195,1839,486,221000
5062,22,1984,828,1190,1190,2090,577,207500
10207,21,2007,0,874,874,1761,578,227875
5105,21,2004,239,551,551,1102,480,148800
8089,22,2007,945,1419,1419,1419,567,392000
7577,16,2005,20,1362,1362,1362,460,194700
4426,5,2004,697,848,848,848,420,141000
21535,15,1994,1455,2444,2444,4316,832,755000
26178,23,1989,965,1210,1238,2519,628,335000
5400,17,1921,0,1073,1073,1073,326,108480
6120,3,1936,0,927,1067,1539,576,141500
13811,23,1987,980,1112,1137,1137,551,176000
6000,3,1921,616,616,616,616,205,89000
6420,7,1952,210,980,1148,1148,308,123500
8450,19,1965,553,894,894,894,336,138500
4282,21,2004,16,1391,1391,1391,530,196000
14331,23,2002,1274,1800,1800,1800,765,312500
9600,14,1969,0,1164,1164,1164,528,140000
12438,22,2006,0,1234,1264,2576,666,361919
7630,17,1900,0,360,1032,1812,672,140000
8400,5,2004,712,1473,1484,1484,606,213000
5600,9,1930,0,0,372,1092,0,55000
115149,4,1971,1219,1643,1824,1824,739,302000
6240,16,2006,863,1324,1324,1324,550,254000
9018,8,2007,0,728,728,1456,400,179540
7162,19,1966,0,876,904,904,408,109900
4130,3,1935,0,270,729,729,0,52000
8712,9,1900,0,859,859,1178,384,102776
4671,22,1988,767,1228,1228,1228,472,189000
9873,3,1970,789,960,960,960,576,129000
13517,19,1976,533,725,725,1479,475,130500
10140,14,1974,0,1064,1350,1350,478,165000
10800,17,1890,0,718,1576,2554,704,159500
10000,14,1973,1084,1176,1178,1178,439,157000
10542,15,1993,1173,1311,1325,2418,983,341000
9920,5,1969,523,971,971,971,300,128500
6563,22,1985,1148,1742,1742,1742,564,275000
4426,5,2004,662,848,848,848,420,143000
8120,12,1970,191,864,864,864,463,124500
8172,7,1954,0,941,997,1470,548,135000
13286,7,2007,1234,1698,1698,1698,768,320000
6960,12,1970,375,864,864,864,660,120500
21695,6,1988,808,880,1680,1680,540,222000
7314,5,2007,724,1232,1232,1232,632,194500
11475,12,1958,0,1584,1776,1776,888,110000
6240,9,1925,152,780,848,1208,539,103000
5389,22,1995,1180,1595,1616,1616,608,236500
9590,23,2003,786,868,1146,1146,438,187500
11404,5,1998,252,1153,1153,2031,541,222500
10000,19,1961,594,864,1144,1144,264,131400
8978,19,1968,0,948,948,948,300,108000
10800,17,1914,390,880,880,1768,320,163000
8544,12,1950,0,0,1040,1040,400,93500
10463,8,2005,0,893,901,1801,800,239900
10800,7,1987,1200,1200,1200,1200,0,179000
9313,5,2004,0,864,864,1728,572,190000
9600,17,1910,0,264,768,1432,360,132000
6768,19,1961,832,912,912,912,288,142000
8450,20,2000,0,1349,1349,1349,539,179000
12886,19,1963,444,520,1464,1464,480,175000
5395,22,1993,733,1337,1337,1337,462,180000
8963,14,1976,575,1142,1175,2715,831,299800
8795,8,2000,300,952,980,2256,554,236000
11700,17,1880,0,1240,1320,2640,864,265979
10593,15,1996,919,1720,1720,1720,527,260400
8405,7,1945,0,0,1088,1529,240,98000
8800,17,1910,0,576,792,1140,0,96500
7750,8,2003,0,660,660,1320,400,162000
9236,5,1997,1200,1479,1494,1494,576,217000
10240,16,2005,0,1030,1038,2098,878,275500
7930,12,1969,439,1026,1026,1026,440,156000
3230,21,1999,381,729,742,1471,440,172500
10769,5,2007,20,866,866,1768,578,212000
11616,19,1978,438,672,672,1386,440,158900
2280,21,1999,549,744,757,1501,440,179400
12257,15,1995,56,1318,1328,2531,752,290000
9100,12,1959,612,864,864,864,300,127500
6911,3,1924,405,1145,1301,1301,440,100000
8640,21,2009,24,756,764,1547,614,215200
9430,15,1999,1163,1252,1268,2365,856,337000
9549,24,1995,437,1494,1494,1494,481,270000
14587,21,2008,0,1498,1506,1506,592,264132
10421,14,1988,394,980,980,1714,496,196500
12508,11,1940,660,983,983,1750,423,160000
9100,5,2004,24,1860,1836,1836,484,216837
53504,22,2003,1416,1650,1690,3279,841,538000
7252,19,1982,685,858,858,858,576,134900
8877,7,1951,836,836,1220,1220,396,102000
7819,7,1976,422,1029,1117,1117,672,107000
10150,12,1958,456,912,912,912,275,114500
14226,16,2006,0,1935,1973,1973,895,395000
4500,11,1998,866,1204,1204,1204,412,162000
11210,5,2005,20,1614,1614,1614,865,221500
13350,19,1974,762,864,894,894,440,142500
8400,20,1977,0,0,2020,2020,630,144000
10530,11,1977,975,975,1004,1004,504,135000
7875,8,1995,0,1237,1253,1253,402,176000
7153,20,1992,387,761,810,1603,484,175900
16285,5,2001,0,1413,1430,1430,605,187100
9101,11,1978,1097,1097,1110,1110,602,165500
6300,17,1914,0,742,742,1484,0,128000
9790,14,1967,251,1372,1342,1342,457,161500
10800,17,1915,686,686,966,1652,416,139000
10142,20,2004,656,956,956,2084,618,233000
6000,17,1954,0,901,901,901,281,107900
12205,4,1966,568,832,976,2087,444,187500
3182,0,2005,16,1145,1145,1145,397,160200
11333,11,1976,539,1029,1062,1062,539,146800
9920,15,1996,862,1117,1127,2013,455,269790
9158,21,2007,0,1496,1496,1496,474,225000
10832,8,1994,0,712,1086,1895,409,194500
8400,20,1980,0,650,888,1564,476,171000
8197,19,1977,0,660,1285,1285,528,143500
7677,12,1953,570,773,773,773,240,110000
13518,16,2008,0,1926,1966,3140,820,485000
7200,18,1937,569,731,981,1768,240,175000
12798,4,1997,462,616,616,1688,603,200000
4800,9,1916,197,1196,1196,1196,440,109900
8199,5,2005,648,728,728,1456,410,189000
13891,16,2008,0,1734,1734,2822,1020,582933
9000,12,1954,812,936,1128,1128,286,118000
12274,21,2008,0,1417,1428,1428,554,227680
9750,12,1967,400,980,980,980,384,135500
21384,3,1923,1309,1324,1072,1576,528,223500
13400,12,1966,516,1024,1086,1086,484,159950
8100,17,1898,0,849,1075,2138,360,106000
10140,14,1974,663,1040,1309,1309,484,181000
4438,5,2004,662,848,848,848,420,144500
8712,9,1952,0,540,1044,1044,504,55993
9750,12,1958,608,1442,1442,1442,301,157900
8248,7,1918,0,686,686,1250,280,116000
12137,5,1998,0,1649,1661,1661,598,224900
11425,12,1954,486,1008,1008,1008,275,137000
13265,11,2002,1218,1568,1689,1689,857,271000
8816,4,1971,504,1010,1052,1052,440,155000
6371,16,2009,733,1358,1358,1358,484,224000
7226,5,2003,0,798,798,1640,595,183000
6000,17,1953,0,936,936,936,576,93000
12394,8,2003,0,847,847,1733,433,225000
9900,18,1940,0,778,944,1489,240,139500
11216,21,2006,0,1489,1489,1489,776,232600
14803,16,2007,1636,2078,2084,2084,1220,385000
6130,3,1924,784,784,784,784,0,109500
8529,20,2001,20,1454,1434,1434,527,189000
28698,4,1967,249,1013,1160,2126,538,185000
2544,21,2005,0,600,520,1223,480,147400
11900,12,1957,1040,1392,1392,1392,458,166000
3180,21,2005,0,600,520,1200,480,151000
9548,5,2003,483,941,941,1829,613,237000
10004,12,1964,196,1516,1516,1516,472,167000
7875,12,1961,572,1144,1144,1144,456,139950
9600,19,1950,442,1067,1067,1067,436,128000
8100,17,1948,338,1559,1559,1559,812,153500
1680,2,1973,330,483,483,987,264,100000
9525,5,1995,0,1099,1099,1099,352,144000
11767,7,1946,352,768,768,1200,240,130500
12155,18,1925,156,672,810,1482,400,140000
10440,17,1904,0,650,958,1539,686,157500
9020,12,1966,312,1127,1165,1165,490,174900
8000,12,1961,0,1800,1800,1800,0,141000
12665,17,1915,0,876,876,1416,720,153900
16647,19,1975,1390,1390,1701,1701,611,171000
9317,20,1993,513,740,1006,1775,425,213000
15523,5,1972,460,864,864,864,338,133500
45600,4,1908,0,907,1307,2358,360,240000
9600,24,1976,0,528,1094,1855,512,187000
4435,5,2003,659,848,848,848,420,131500
3196,0,2003,0,1273,1456,1456,400,215000
7128,6,1941,364,918,918,1646,240,164000
12095,12,1964,564,1127,1445,1445,645,158000
17920,19,1955,306,1763,1779,1779,454,170000
6897,19,1962,659,1040,1040,1040,260,127000
10970,5,1978,505,940,1026,1026,576,147000
8125,8,1994,0,702,702,1481,343,174000
10400,14,1976,0,1090,1370,1370,479,152000
11029,14,1968,619,1054,1512,2654,619,250000
7642,6,1918,0,912,912,1426,216,189950
11625,19,1965,841,1039,1039,1039,504,131500
9672,20,1984,338,1040,1097,1097,480,152000
7931,12,1959,1148,1148,1148,1148,672,132500
8640,21,2007,0,1372,1372,1372,529,250580
8750,12,1970,828,1002,1002,1002,902,148500
10656,23,2006,0,1638,1646,1646,870,248900
6970,19,1961,932,1040,1120,1120,544,129000
14762,8,1948,0,0,1547,2320,672,169000
9938,20,1993,750,1050,1062,1949,574,236000
6600,12,1962,0,894,894,894,308,109500
8750,5,1998,505,804,804,1682,523,200500
8892,12,1953,0,105,910,910,414,116000
12144,12,1949,375,832,1036,1268,288,133000
5720,17,1941,0,676,676,1131,200,66500
9000,21,2007,64,1184,1184,2610,550,303477
25286,11,1963,633,1064,1040,1040,648,132250
8834,16,2004,1170,1462,1462,2224,738,350000
11782,19,1961,899,1109,1155,1155,576,148000
7000,5,1978,646,864,864,864,336,136500
7024,7,2005,980,1090,1090,1090,450,157000
13758,23,1990,902,1156,1187,1717,400,187500
9636,8,1992,0,808,808,1593,389,178000
6204,18,1912,0,795,954,2230,440,118500
7150,12,1967,432,892,892,892,288,100000
5119,21,1999,1238,1698,1709,1709,506,328900
8393,12,1959,528,1626,1712,1712,588,145000
16466,7,1955,0,816,872,1393,300,135500
15865,12,1970,351,2217,2217,2217,621,268000
12160,12,1953,1024,1505,1505,1505,505,149500
8064,12,1949,0,672,672,924,576,122900
11184,19,1978,226,918,918,1683,440,172500
8414,19,1963,663,1059,1068,1068,264,154500
13284,19,1954,1064,1383,1383,1383,354,165000
7018,20,1979,0,0,1535,1535,400,118858
7056,12,1963,400,780,983,1796,483,140000
8765,9,1936,285,951,951,951,327,106500
7018,20,1979,0,0,1120,2240,528,142953
12919,16,2009,2188,2330,2364,2364,820,611657
6993,19,1961,465,912,1236,1236,288,135000
7340,12,1971,322,858,858,858,684,110000
8712,12,1957,860,992,1306,1306,756,153000
7875,8,2003,0,783,807,1509,393,180000
14859,8,2006,0,1670,1670,1670,690,240000
6173,19,1967,599,876,902,902,288,125500
9920,12,1954,354,1056,1063,1063,280,128000
13501,21,2006,63,1623,1636,1636,865,255000
11500,6,1936,223,1017,1020,2057,180,250000
8885,11,1983,301,864,902,902,484,131000
12589,8,2005,0,742,742,1484,390,174000
11600,12,1960,443,1105,1105,2274,480,154300
9286,5,1977,196,1268,1268,1268,252,143500
6120,3,1925,489,768,1015,1015,450,88000
6270,6,1949,284,1001,1001,2002,871,145000
3000,21,2009,294,612,612,1224,528,173733
2001,10,1970,0,546,546,1092,286,75000
9000,9,1949,50,480,480,480,308,35311
17140,7,1956,1059,1134,1229,1229,284,135000
13125,20,1991,48,1104,912,2127,833,238000
11029,12,1958,528,1184,1414,1414,601,176500
8462,20,1994,814,928,936,1721,471,201000
8777,7,1900,1084,1272,1272,2200,0,145900
10237,8,2005,28,1316,1316,1316,397,169990
8012,20,1993,165,1604,1617,1617,533,193000
10240,14,1980,625,1686,1686,1686,612,207500
15611,14,1977,767,1126,1126,1126,540,175000
11999,16,2003,0,1181,1234,2374,656,285000
9900,14,1968,552,832,1098,1978,486,176000
11838,5,2001,0,1753,1788,1788,522,236500
13006,8,1997,0,964,993,2236,642,222000
8925,23,2007,16,1466,1466,1466,610,201000
9100,12,1965,338,925,925,925,429,117500
11670,21,2006,0,1905,1905,1905,788,320000
8487,5,2004,20,1500,1500,1500,570,190000
27650,12,1960,425,585,2069,2069,505,242000
5825,3,1926,0,600,747,747,528,79900
10083,20,2003,833,1176,1200,1200,555,184900
9675,21,2005,341,1113,1113,1971,689,253000
8760,5,2006,464,1391,1391,1962,868,239799
24090,4,1940,0,1032,1207,2403,349,244400
12640,11,1976,936,1728,1728,1728,574,150900
8755,8,1999,772,992,1022,2060,390,214000
7711,7,1977,1440,1440,1440,1440,0,150000
25000,11,1967,0,1632,1632,1632,576,143000
14375,23,1958,111,819,1344,1344,525,137500
8820,17,1890,1088,1088,1188,1869,456,124900
8163,12,1959,748,1144,1144,1144,796,143000
14536,23,2002,1300,1616,1629,1629,808,270000
14006,5,2002,0,936,936,1776,474,192500
9360,14,1972,982,1161,1381,1381,676,197500
7200,12,1950,398,864,864,864,720,129000
7800,20,1965,641,828,965,965,300,119900
7200,5,1972,660,768,768,768,396,133900
11075,11,1969,562,784,1168,1968,530,172000
9400,7,1975,945,945,980,980,0,127500
7136,6,1946,484,979,979,1958,492,145000
1300,1,1980,285,561,561,1229,462,124000
7420,19,1962,417,1057,1057,1057,576,132000
8450,5,2003,699,1337,1337,1337,531,185000
2572,21,1999,604,696,696,1416,484,155000
7207,3,1958,696,858,858,858,0,116500
12227,14,1977,896,1330,1542,2872,619,272000
2308,13,1976,556,804,804,1548,440,155000
11923,5,2007,0,1800,1800,1800,702,239000
11316,23,2002,624,817,824,1894,510,214900
10237,8,2005,0,783,783,1484,393,178900
9600,6,1940,428,728,976,1308,256,160000
7390,12,1955,902,1098,1098,1098,260,135000
5925,17,1910,0,600,600,968,0,37900
10382,12,1958,513,588,1095,1095,264,140000
10800,12,1949,0,720,720,1192,0,135000
2268,16,2003,567,764,764,1626,474,173000
7892,20,1979,0,918,918,918,264,99500
11639,21,2007,0,1428,1428,1428,480,182000
11414,3,1910,0,728,1136,2019,532,167500
2651,21,2000,641,673,673,1382,490,165000
5900,3,1923,0,440,869,869,0,85500
4274,21,2006,1106,1241,1241,1241,569,199900
9450,7,1954,552,894,894,894,400,110000
8816,19,1963,651,1121,1121,1121,480,139000
12122,12,1961,867,944,999,999,588,178400
12203,15,1998,854,1225,1276,2612,676,336000
3182,0,2007,0,1266,1266,1266,388,159895
11250,5,2002,0,1128,1149,2290,779,255900
10125,11,1977,0,0,1302,1734,539,126000
10880,7,1950,1040,1164,1164,1164,240,125000
5310,17,1910,0,485,1001,1635,255,117000
10159,16,2009,1646,1930,1940,1940,606,395192
12046,14,1976,156,848,1118,2030,551,195000
8125,21,2006,0,770,778,1576,614,197000
9452,15,1997,1074,1396,1407,2392,870,348000
17671,17,1882,216,916,916,1742,424,168000
9760,12,1964,536,822,1020,1851,440,187000
8846,5,2005,0,750,750,1500,564,173900
12456,16,2006,1172,1700,1718,1718,786,337500
4712,3,1946,384,747,774,1230,305,121600
10659,12,1961,915,1050,1050,1050,368,136500
11717,14,1970,0,1442,1442,1442,615,185000
9786,9,1922,0,1007,1077,1077,210,91000
6762,5,2006,686,1187,1208,1208,632,206000
10206,7,1952,0,0,944,944,528,82000
5400,17,1920,0,691,691,691,216,86000
11957,21,2006,24,1574,1574,1574,824,232000
11500,14,1976,0,1680,1680,1680,528,136905
3182,0,2005,16,1346,1504,1504,457,181000
8385,5,1977,595,985,985,985,328,149900
12155,12,1970,1237,1657,1657,1657,484,163500
2217,10,1970,273,546,546,1092,286,88000
12118,11,2004,0,1710,1710,1710,550,240000
6000,18,1926,0,1008,1008,1522,0,102000
21286,19,1948,0,720,720,1271,312,135000
9825,7,1965,0,0,1664,1664,0,100000
10592,6,1923,0,602,900,1502,180,165000
7200,17,1910,247,1022,1022,1022,280,85000
11664,12,1948,336,1082,1082,1082,240,119200
8400,14,2001,643,810,810,1665,528,227000
11883,5,1996,690,1504,1504,1504,478,203000
5814,22,1984,1036,1220,1360,1360,565,187500
10784,8,1991,0,384,802,1472,402,160000
3013,0,2005,16,1362,1506,1506,440,213490
7024,7,2005,1024,1132,1132,1132,451,176000
7406,5,2006,684,1199,1220,1220,632,194000
9439,17,1930,324,912,912,1248,160,87000
3182,0,2005,16,1346,1504,1504,437,191000
15498,23,1976,1165,1565,2898,2898,665,287000
7700,5,1972,138,882,882,882,461,112500
9300,12,1960,697,1268,1264,1264,461,167500
9520,23,2007,1513,1638,1646,1646,800,293077
9492,12,1941,368,768,968,1376,240,105000
1680,2,1972,317,672,672,1218,264,118000
7082,18,1916,0,686,948,1928,0,160000
15863,18,1920,523,824,1687,3082,672,197000
14541,15,1993,1012,1338,1352,2520,796,310000
8125,5,2002,986,1654,1654,1654,900,230000
6305,6,1938,0,920,954,954,240,119750
11500,7,1957,0,0,845,845,290,84000
12898,23,2007,1022,1620,1620,1620,912,315500
9240,5,2001,0,1055,1055,2263,905,287000
1533,10,1970,0,546,798,1344,0,97000
1477,10,1970,509,630,630,630,286,80000
13125,19,1957,168,1134,1803,1803,484,155000
9130,14,1966,400,800,800,1632,484,173000
5381,16,2005,900,1306,1306,1306,624,196000
11839,20,1990,1085,1475,1532,2329,514,262280
9600,14,1981,1104,2524,2524,2524,542,278000
13680,7,1955,0,0,1733,1733,452,139600
16056,22,2005,240,1992,1992,2868,716,556581
9245,5,1994,686,990,990,990,672,145000
21750,11,1960,0,0,1771,1771,336,115000
11100,7,1946,0,0,930,930,308,84900
8993,8,2007,0,1302,1302,1302,436,176485
11175,5,2007,0,1316,1316,1316,440,200141
9500,12,1964,442,816,1127,1977,540,165000
8562,7,1957,383,1216,1526,1526,364,144500
11367,5,2002,932,1065,1091,1989,586,255000
11361,14,1976,644,1193,1523,1523,478,180000
7052,16,2005,659,1364,1364,1364,484,185850
29959,15,1994,595,973,979,1850,467,248000
11308,16,2008,936,1104,1130,2184,836,335000
11275,6,1932,297,854,1096,1991,432,220000
4920,22,2001,616,1338,1338,1338,582,213500
18000,9,1935,0,894,894,894,1248,81000
13600,17,1900,0,662,1422,2337,560,90000
6000,17,1925,397,1103,1103,1103,440,110500
11000,12,1966,740,1154,1154,1154,480,154000
14000,4,1996,1201,1306,1306,2260,533,328000
7837,8,1993,0,799,799,1571,380,178000
9760,12,1964,674,780,798,1611,442,167900
3964,10,1973,837,942,1291,2521,576,151400
9600,12,1949,220,845,893,893,576,135000
10152,12,1956,586,1048,1048,1048,286,135000
11700,14,1968,298,727,829,1556,441,154000
7585,7,1948,0,810,1002,1456,280,91500
7950,7,1977,535,690,698,1426,440,159500
8556,5,2006,0,1240,1240,1240,826,194000
13125,6,1940,410,800,960,1740,240,219500
10800,17,1936,626,796,1096,1466,566,170000
15870,12,1969,75,1096,1096,1096,299,138800
4435,5,2004,662,848,848,848,420,155900
8775,5,1994,495,990,990,990,299,126000
11040,14,1971,656,1258,1258,1258,528,145000
7500,19,1963,824,1040,1040,1040,308,133000
8749,5,2002,0,1459,1459,1459,527,192000
8800,12,1964,553,1251,1251,1251,461,160000
13031,8,1995,592,691,691,1498,409,187500
9069,20,1992,747,936,996,996,564,147000
1974,10,1973,334,546,546,1092,286,83500
10574,21,2005,0,1082,1082,1953,1043,252000
2522,7,2004,0,970,970,1709,380,137500
3316,21,2005,1039,1247,1247,1247,550,197000
8544,12,1950,0,0,1040,1040,400,92900
2160,21,1999,510,600,624,1252,462,160000
8400,18,1925,423,1181,1390,1694,576,136500
9230,12,1965,661,864,1200,1200,884,146000
5868,12,1956,248,936,936,936,308,129000
9317,5,2006,24,1314,1314,1314,440,176432
6882,9,1914,0,684,773,1355,0,127000
3696,22,1986,0,1074,1088,1088,461,170000
6000,3,1936,672,672,757,1324,240,128000
11880,14,1978,704,1271,1601,1601,478,157000
8400,18,1920,290,290,438,438,246,60000
9758,12,1971,412,950,950,950,280,119500
7000,12,1960,588,1010,1134,1134,254,135000
8910,12,1959,655,655,1194,1194,539,159500
2016,2,1970,0,630,630,1302,440,106000
12256,15,1994,1032,1463,1500,2622,712,325000
10357,20,1990,738,910,1442,1442,719,179900
23257,8,2006,0,868,887,2021,422,274725
8063,8,2000,0,924,948,1690,463,181000
11362,16,2004,1039,1836,1836,1836,862,280000
8000,8,1995,219,773,773,1658,431,188000
10480,14,1976,403,803,1098,1964,483,205000
7100,12,1957,708,816,816,816,308,129900
8923,12,1953,643,1008,1008,1008,240,134500
5400,17,1954,415,833,833,833,326,117000
12085,16,2007,1004,1734,1734,1734,928,318000
7750,8,2002,353,408,779,1419,527,184100
9764,19,1967,702,894,894,894,450,130000
13825,19,1958,0,533,1021,1601,300,140000
7560,12,1959,369,1040,1040,1040,286,133700
8263,9,1920,0,1012,1012,1012,308,118400
10084,5,2005,24,1552,1552,1552,782,212900
8926,7,1956,0,672,960,960,288,112000
9405,7,1947,0,698,698,698,0,118000
9125,8,1992,0,384,812,1482,392,163900
10434,12,1955,0,1005,1005,1005,672,115000
3684,0,2007,0,1373,1555,1555,660,174000
14572,8,2004,1300,1530,1530,1530,630,259000
11796,8,2004,0,847,847,1959,434,215000
7200,17,1980,936,936,936,936,672,140000
7804,18,1928,622,1122,1328,1981,576,135000
10712,11,1991,212,974,974,974,0,93500
9900,17,1880,0,1008,1178,2210,205,117500
9828,20,1995,584,1128,1142,2020,466,239500
8773,8,1997,0,916,916,1600,460,169000
6180,3,1926,0,960,986,986,180,102000
9600,12,1950,280,1032,1032,1252,288,119000
6342,19,1875,0,780,780,1020,0,94000
9819,11,1977,1567,1567,1567,1567,714,196000
8731,3,1920,645,915,1167,1167,495,144000
7350,12,1951,852,952,952,952,840,139000
10304,14,1976,381,780,1088,1868,484,197500
9965,5,2006,1150,1466,1466,2828,1052,424870
9000,19,1959,288,1006,1006,1006,0,80000
12180,7,1941,348,672,672,924,280,80000
6240,3,1928,0,1042,1042,1576,225,149000
11200,20,1985,1258,1298,1298,1298,403,180000
12000,6,1941,275,704,860,1564,234,174500
5700,17,1926,0,572,572,1111,288,116900
9000,17,1920,624,650,832,1482,324,143000
8280,12,1950,0,932,932,932,306,124000
17755,7,1959,176,1466,1466,1466,528,149900
14115,6,1956,296,1073,1811,1811,470,230000
5890,9,1930,538,816,816,816,432,120500
13700,12,1965,454,864,902,1820,492,201800
10768,24,1976,1157,1437,1437,1437,528,218000
9350,12,1965,633,1219,1265,1265,502,179900
5001,16,2007,904,1314,1314,1314,626,230000
11932,21,2007,0,1580,1580,1580,830,235128
9120,14,1974,442,901,943,1876,540,185000
2280,13,1978,311,855,855,1456,440,146000
14778,6,1954,728,1296,1640,1640,924,224000
8724,19,1968,492,894,894,894,450,129000
12900,19,1969,1198,1198,1258,1258,400,108959
16157,24,1978,680,1360,1432,1432,588,194000
9541,16,2009,0,1502,1502,1502,644,233170
10475,5,2008,0,1694,1694,1694,776,245350
10852,8,2000,786,959,959,1671,472,173000
13728,7,1935,626,1127,1236,2108,540,235000
35760,15,1995,1387,1930,1831,3627,807,625000
9880,11,1977,522,1096,1118,1118,358,171000
9120,12,1958,662,1261,1261,1261,433,163000
4017,21,2006,0,625,625,1250,625,171900
18030,4,1946,152,1598,1636,3086,0,200500
16560,6,1932,503,952,1170,2345,360,239000
10678,15,1992,700,1683,2129,2872,541,285000
6951,11,1984,658,876,923,923,264,119500
3950,17,1926,468,818,818,1224,210,115000
7681,6,1921,0,731,820,1343,186,154900
8335,7,1954,0,0,1124,1124,0,93000
11170,23,1990,1216,1216,1298,2514,693,250000
5587,6,2008,1480,1600,1652,1652,482,392500
15623,15,1996,2096,2396,2411,4476,813,745000
10800,17,1920,821,1120,1130,1130,720,120000
35133,23,1963,1159,1572,1572,1572,995,186700
9738,7,1924,392,784,949,1221,392,104900
10615,17,1900,440,978,1014,1699,420,95000
12461,15,1994,1456,1624,1624,1624,757,262000
8935,5,2002,0,831,831,1660,493,195000
7500,8,1999,0,994,1028,1804,442,189000
32463,11,1961,1159,1249,1622,1622,1356,168000
2645,21,1999,0,776,764,1441,492,174000
9600,17,1925,0,702,842,1472,250,125000
4500,11,1999,883,1224,1224,1224,402,165000
9364,19,1969,371,663,663,1352,299,158000
8029,8,2005,0,728,728,1456,400,176000
14054,8,2006,0,879,879,1863,660,219210
8850,17,1916,0,815,815,1690,225,144000
9100,5,2001,0,1212,1212,1212,573,178000
11235,19,1963,547,1051,1382,1382,459,148000
9353,12,1970,0,864,864,864,280,116050
10400,5,1998,0,866,866,1779,546,197900
6000,3,1925,0,884,884,1348,216,117000
9750,5,2000,0,1630,1630,1630,451,213000
