LotFrontage,LotArea,Neighborhood,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,GarageArea,OpenPorchSF,SalePrice
70.04995836802665,14115,14,7,1980,1980,225.0,1036,336,1372,1472,0,1472,588,48,187500
111.0,16259,16,9,2006,2006,370.0,0,1249,1249,1249,1347,2596,840,154,342643
99.0,12099,16,8,2004,2004,388.0,970,166,1136,1136,1332,2468,872,154,354000
86.0,10380,20,7,1986,1987,172.0,28,0,1502,1553,1177,2730,576,96,301000
49.0,5820,17,3,1955,2005,0.0,256,906,1162,1163,0,1163,220,98,126175
96.0,11275,12,7,1967,2007,300.0,0,710,710,1898,1080,2978,564,0,242000
50.0,5000,9,5,1941,1950,0.0,116,604,720,803,0,803,360,0,87000
32.0,10846,24,8,1993,1993,0.0,1619,100,1719,1719,0,1719,473,30,324000
80.0,11600,12,6,1960,1960,175.0,565,818,1383,1383,0,1383,292,45,145250
70.04995836802665,11888,3,6,1916,1994,0.0,0,844,844,1445,689,2134,441,60,214500
60.0,6402,9,5,1920,1950,0.0,0,596,596,596,596,1192,189,0,78000
70.04995836802665,10624,12,5,1964,1964,84.0,40,1424,1728,1728,0,1728,352,0,119000
70.0,8176,12,5,1958,1992,0.0,846,210,1056,1056,0,1056,308,0,139000
85.0,10655,16,8,2003,2004,296.0,1124,1603,3206,1629,0,1629,880,0,284000
59.0,8198,16,7,2004,2004,146.0,720,638,1358,1358,0,1358,484,30,207000
59.0,9042,8,6,1998,1998,0.0,828,115,943,943,695,1638,472,38,192000
70.04995836802665,164660,23,5,1965,1965,0.0,1249,103,1499,1619,167,1786,529,0,228950
86.0,14157,22,9,2005,2006,200.0,1249,673,1922,1922,0,1922,676,51,377426
70.0,9135,5,7,2002,2003,113.0,810,726,1536,1536,0,1536,532,74,214000
91.0,14145,14,7,1984,1998,0.0,213,995,1208,1621,0,1621,440,45,202500
66.0,12400,12,6,1958,1998,176.0,585,630,1215,1215,0,1215,297,0,155000
85.0,14191,23,8,2002,2002,0.0,0,967,967,993,915,1908,431,0,202900
60.0,8400,20,4,1950,1950,0.0,0,721,721,841,0,841,294,0,82000
70.04995836802665,8544,12,3,1949,1950,340.0,0,0,0,1040,0,1040,400,0,87500
63.0,8849,16,9,2005,2005,616.0,28,1656,1684,1684,0,1684,564,72,266000
36.0,2592,10,5,1976,1976,0.0,129,175,536,536,576,1112,336,0,85000
65.0,6435,3,6,1939,1950,0.0,0,972,972,972,605,1577,312,0,140200
70.04995836802665,12772,12,6,1960,1998,0.0,498,460,958,958,0,958,301,0,151500
70.04995836802665,17600,12,6,1960,1960,30.0,1270,208,1478,1478,0,1478,498,40,157500
36.0,2448,16,7,2003,2004,106.0,573,191,764,764,862,1626,474,27,154000
56.0,20431,16,9,2005,2006,870.0,1410,438,1848,1848,880,2728,706,0,437154
68.0,7820,16,9,2007,2007,362.0,0,1869,1869,1869,0,1869,617,54,318061
70.04995836802665,5271,4,7,1986,1986,0.0,1082,371,1453,1453,0,1453,445,80,190000
60.0,9084,7,5,1941,1950,0.0,236,0,616,616,495,1111,200,0,95000
60.0,8520,17,6,1928,2003,0.0,0,624,624,720,0,720,484,0,105900
60.0,8400,18,6,1940,2000,0.0,388,552,940,1192,403,1595,240,0,140000
105.0,11249,5,6,1995,1995,0.0,334,322,1200,1200,0,1200,521,26,177500
70.04995836802665,9248,8,6,1992,1992,106.0,560,598,1158,1167,0,1167,400,26,173000
44.0,4224,10,5,1976,1976,0.0,874,268,1142,1142,0,1142,528,90,134000
92.0,6930,4,5,1958,1958,120.0,300,468,1062,1352,0,1352,288,0,130000
78.0,12011,15,8,1998,1998,530.0,956,130,1086,1086,838,1924,592,75,280000
70.04995836802665,7540,11,6,1978,1978,0.0,773,115,888,912,0,912,470,0,156000
70.04995836802665,9144,3,5,1940,1982,0.0,399,484,883,988,517,1505,240,0,145000
64.0,7301,7,7,2003,2003,500.0,0,0,0,495,1427,1922,672,0,198500
21.0,1680,2,6,1972,2007,510.0,162,321,483,483,504,987,264,0,118000
70.04995836802665,18800,14,6,1976,1976,120.0,712,84,796,790,784,1574,566,111,190000
59.0,10690,9,5,1920,1997,0.0,456,216,672,672,672,1344,468,128,147000
70.04995836802665,9500,12,6,1963,1963,247.0,609,785,1394,1394,0,1394,514,76,159000
101.0,9150,12,6,1962,1962,305.0,371,728,1099,1431,0,1431,296,110,165000
78.0,7800,12,5,1954,1954,200.0,540,728,1268,1268,0,1268,244,98,132000
70.04995836802665,9830,12,5,1959,2006,0.0,72,733,1063,1287,0,1287,576,17,162000
70.04995836802665,8121,8,6,2000,2000,0.0,0,953,953,953,711,1664,460,40,172400
80.0,17120,4,4,1959,1959,0.0,0,0,0,1120,468,1588,680,59,134432
50.0,7175,20,6,1984,1984,0.0,623,0,744,752,0,752,264,0,125000
79.0,10634,12,5,1953,1953,0.0,428,0,608,1319,0,1319,270,0,123000
65.0,8200,5,7,2003,2004,0.0,0,847,847,847,1081,1928,434,48,219500
70.04995836802665,10020,7,1,1922,1950,0.0,350,333,683,904,0,904,0,0,61000
57.0,8846,5,5,1996,1996,0.0,298,572,870,914,0,914,576,0,148000
102.0,11143,21,8,2004,2005,0.0,0,1580,1580,1580,886,2466,610,214,340000
88.0,11394,22,9,2010,2010,350.0,1445,411,1856,1856,0,1856,834,0,394432
60.0,8123,8,6,2000,2000,16.0,0,982,982,1007,793,1800,463,63,179000
50.0,5000,18,5,1924,1950,0.0,218,808,1026,1026,665,1691,308,0,127000
60.0,7200,21,7,2006,2006,0.0,0,1293,1293,1301,0,1301,572,121,187750
79.0,9245,5,7,2006,2006,0.0,0,939,939,939,858,1797,639,53,213500
60.0,9000,20,6,1928,1950,0.0,0,784,784,784,0,784,360,0,76000
70.04995836802665,53107,4,6,1992,1992,0.0,985,595,1580,1079,874,1953,501,231,240000
43.0,3182,0,8,2004,2005,16.0,24,1232,1256,1269,0,1269,430,20,192000
58.0,8410,7,5,1910,1996,0.0,0,658,658,658,526,1184,0,151,81000
72.0,7200,7,6,1976,1976,255.0,631,410,1041,1125,0,1125,352,0,125000
93.0,9382,5,7,1999,2000,125.0,0,1468,1468,1479,0,1479,577,25,191000
96.0,12474,16,10,2007,2008,272.0,1280,402,1682,1742,590,2332,846,134,426000
50.0,8405,7,5,1900,1950,0.0,241,229,861,961,406,1367,384,130,119000
71.0,12209,11,6,2001,2002,0.0,690,114,804,804,1157,1961,560,192,215000
70.04995836802665,8339,12,5,1959,1959,0.0,0,0,0,882,0,882,294,0,106500
70.04995836802665,7446,3,4,1941,1950,0.0,266,522,788,788,0,788,0,0,100000
60.0,10134,17,5,1940,1950,0.0,0,735,735,735,299,1034,240,39,109000
68.0,9571,7,5,1956,1956,0.0,739,405,1144,1144,0,1144,596,0,129000
60.0,7200,5,5,1972,1972,0.0,777,117,894,894,0,894,600,0,123000
69.0,7590,12,5,1962,1962,288.0,540,324,864,876,936,1812,264,168,169500
60.0,8967,9,5,1920,1950,0.0,0,961,961,1077,0,1077,338,0,67000
65.0,8125,21,7,2006,2007,100.0,812,280,1092,1112,438,1550,438,168,241000
38.0,14963,24,8,1996,1996,0.0,786,474,1260,1288,0,1288,500,30,245500
65.0,8767,5,7,2005,2005,0.0,24,1286,1310,1310,0,1310,400,0,164990
60.0,10200,19,5,1940,1997,0.0,0,672,672,672,0,672,240,0,108000
93.0,12090,15,8,1998,1998,650.0,0,1141,1141,1165,1098,2263,420,123,258000
70.04995836802665,10364,8,6,1995,1996,0.0,0,806,806,806,766,1572,373,40,168000
70.04995836802665,9991,19,4,1976,1993,0.0,1116,165,1281,1620,0,1620,490,78,150000
51.0,10480,18,6,1936,1950,0.0,0,1064,1064,1166,0,1639,240,0,115000
63.0,15576,6,6,1915,1976,0.0,0,840,840,840,840,1680,308,0,177000
109.0,14154,16,7,2006,2006,350.0,0,1063,1063,1071,1101,2172,947,62,280000
85.0,10800,21,8,2007,2008,100.0,789,245,1034,1050,1028,2078,836,102,339750
68.0,9571,7,5,1958,1958,0.0,0,1276,1276,1276,0,1276,350,0,60000
100.0,34650,8,5,1955,1955,0.0,1056,0,1056,1056,0,1056,572,0,145000
70.04995836802665,4403,21,7,2009,2009,432.0,578,892,1470,1478,0,1478,484,144,222000
56.0,8960,17,5,1927,1950,0.0,0,1008,1008,1028,0,1028,360,0,115000
59.0,11228,20,7,1993,1993,0.0,50,499,1080,1080,1017,2097,678,187,228000
73.0,8899,8,7,2007,2007,0.0,24,1316,1340,1340,0,1340,396,30,181134
74.0,7844,19,6,1978,1978,203.0,209,463,672,672,728,1400,440,0,149500
86.0,22420,6,6,1918,1950,0.0,1128,242,1370,1370,1254,2624,864,0,239000
60.0,8160,7,5,1940,1950,0.0,312,444,756,756,378,1134,240,0,126000
65.0,8450,12,5,1968,1968,0.0,775,281,1056,1056,0,1056,304,85,142000
78.0,7060,11,7,1997,1998,200.0,1309,35,1344,1344,0,1344,784,0,206300
70.04995836802665,16635,14,6,1977,2000,126.0,1246,356,1602,1602,0,1602,529,0,215000
100.0,21750,11,5,1954,1954,0.0,0,988,988,988,0,988,520,0,113000
80.0,9200,15,8,1998,1998,473.0,986,484,1470,1470,1160,2630,696,66,315000
72.0,9000,12,6,1956,1956,74.0,616,580,1196,1196,0,1196,297,44,139000
60.0,3378,17,7,1946,1992,0.0,0,651,651,707,682,1389,240,0,135000
70.04995836802665,12800,20,7,1989,1989,145.0,1518,0,1518,1644,0,1644,569,0,275000
77.0,8593,12,4,1957,1957,0.0,288,619,907,907,0,907,352,0,109008
64.0,6762,5,7,2007,2007,108.0,664,544,1208,1208,0,1208,628,54,195400
130.0,11457,23,6,1988,1988,0.0,1005,387,1392,1412,0,1412,576,0,175000
21.0,1680,2,6,1971,1971,232.0,387,96,483,483,504,987,264,0,85400
60.0,5586,17,6,1920,1998,0.0,0,901,901,1088,110,1198,0,98,79900
24.0,1920,2,5,1971,1971,376.0,471,294,765,765,600,1365,440,36,122500
100.0,10839,8,6,1997,1998,0.0,0,926,926,926,678,1604,470,36,181000
21.0,1890,10,4,1972,1972,0.0,495,135,630,630,0,630,0,0,81000
43.0,10667,5,7,1996,1996,0.0,385,70,799,827,834,1661,550,61,212000
40.0,4400,17,6,1920,1950,0.0,0,648,648,734,384,1118,440,0,116000
50.0,6000,3,6,1926,2004,0.0,0,884,884,904,0,904,180,0,119000
40.0,4280,6,5,1913,2002,0.0,365,75,440,694,0,694,352,0,90350
67.0,12354,7,6,1920,2000,0.0,0,684,684,684,512,1196,528,46,110000
105.0,15431,16,10,2008,2008,200.0,1767,788,3094,2402,0,2402,672,72,555000
92.0,12108,7,4,1955,1955,270.0,133,1307,1440,1440,0,1440,0,0,118000
52.0,6240,3,5,1930,1992,0.0,0,1078,1078,1128,445,1573,360,0,162900
53.0,3922,0,7,2006,2007,72.0,0,1258,1258,1258,0,1258,648,16,172500
70.0,8750,5,7,1994,1995,0.0,642,273,915,933,975,1908,493,133,210000
73.0,9855,7,6,1956,1956,0.0,0,1436,1436,1689,0,1689,480,0,127500
137.0,16492,12,6,1966,2002,0.0,247,557,1517,1888,0,1888,578,0,190000
70.04995836802665,11214,8,7,1998,1999,0.0,0,930,930,956,930,1886,431,0,199900
50.0,8600,9,6,1937,1950,0.0,0,780,780,780,596,1376,198,0,119500
50.0,6000,17,3,1948,2002,0.0,331,318,649,679,504,1183,308,176,120000
70.0,5684,17,6,1930,2005,0.0,0,813,813,813,0,813,270,113,110000
62.0,70761,4,7,1975,1975,0.0,655,878,1533,1533,0,1533,576,54,280000
70.04995836802665,9303,23,6,1996,1997,42.0,742,130,872,888,868,1756,422,122,204000
75.0,9000,21,8,2008,2008,0.0,0,768,768,786,804,1590,676,30,210000
63.0,9297,11,5,1976,1976,0.0,1606,122,1728,1728,0,1728,560,0,188000
80.0,9600,14,7,1973,1973,320.0,916,326,1242,1242,0,1242,528,0,175500
34.0,4571,17,5,1916,1950,0.0,0,624,624,624,720,1344,513,0,98000
70.04995836802665,53227,4,4,1954,1994,0.0,1116,248,1364,1663,0,1663,529,137,256000
70.04995836802665,5100,17,8,1925,1996,0.0,0,588,588,833,833,1666,228,63,161000
70.04995836802665,7015,3,5,1950,1950,161.0,185,524,709,979,224,1203,352,0,110000
75.0,8004,21,8,2009,2009,110.0,544,288,832,832,1103,1935,552,150,263435
60.0,7200,18,7,1936,2007,0.0,350,0,560,575,560,1135,576,0,155000
60.0,8281,19,5,1965,1965,0.0,553,0,864,864,0,864,360,0,62383
74.0,11988,6,6,1934,1995,0.0,326,389,715,849,811,1660,240,0,188700
60.0,8430,5,5,1978,1978,136.0,616,424,1040,1040,0,1040,0,0,124000
70.04995836802665,3072,0,7,2004,2004,18.0,0,1375,1375,1414,0,1414,398,20,178740
85.0,10628,12,7,1970,1970,0.0,778,499,1277,1277,0,1277,526,0,167000
79.0,9480,12,5,1942,1995,224.0,386,342,728,888,756,1644,312,0,146500
98.0,11428,16,8,2006,2006,248.0,0,1626,1626,1634,0,1634,866,44,250000
76.0,9291,20,6,1993,1993,120.0,426,406,832,832,878,1710,506,70,187000
70.04995836802665,6820,22,8,1985,1985,0.0,368,0,1488,1502,0,1502,528,54,212000
92.0,11952,14,7,1977,1977,0.0,0,808,808,1161,808,1969,534,0,190000
35.0,3675,7,6,2005,2005,80.0,459,88,547,1072,0,1072,525,28,148000
110.0,14977,16,8,2006,2007,304.0,1350,626,1976,1976,0,1976,908,63,440000
41.0,5330,22,8,2000,2000,0.0,1196,298,1494,1652,0,1652,499,48,251000
80.0,8480,19,5,1963,1963,0.0,630,340,970,970,0,970,624,24,132500
75.0,13125,5,6,1997,1998,215.0,994,484,1478,1493,0,1493,508,39,208900
105.0,13693,16,9,2006,2006,772.0,0,2153,2153,2069,574,2643,694,84,380000
79.0,10637,5,8,2007,2008,336.0,1288,417,1705,1718,0,1718,826,44,297000
50.0,5925,17,4,1937,2000,435.0,168,739,907,1131,0,1131,672,72,89471
98.0,16033,16,9,2004,2005,378.0,1261,572,1833,1850,0,1850,772,112,326000
72.0,11846,16,9,2003,2004,562.0,1567,225,1792,1792,0,1792,874,49,374000
50.0,2500,17,7,1915,2005,0.0,299,611,910,916,910,1826,164,0,155000
32.0,4500,11,6,1998,1998,116.0,897,319,1216,1216,0,1216,402,125,164000
70.04995836802665,7758,19,5,1962,2001,0.0,588,411,999,999,0,999,264,132,132500
80.0,9600,12,5,1950,2007,0.0,607,506,1113,1113,0,1113,264,80,147000
79.0,10289,12,5,1965,1965,168.0,836,237,1073,1073,0,1073,515,0,156000
70.0,12243,14,5,1971,1971,0.0,998,486,1484,1484,0,1484,487,0,175000
60.0,10800,17,5,1900,1970,0.0,664,290,954,1766,648,2414,520,0,160000
21.0,1526,10,4,1970,2002,0.0,515,115,630,630,0,630,286,0,86000
70.04995836802665,2665,10,5,1976,1976,0.0,0,264,264,616,688,1304,336,24,115000
79.0,9490,12,6,1941,1950,0.0,403,238,806,958,620,1578,240,0,133000
105.0,15578,8,6,2006,2006,0.0,0,728,728,728,728,1456,429,0,172785
70.0,7931,12,5,1960,1960,0.0,374,363,1269,1269,0,1269,308,0,155000
50.0,5784,17,5,1938,1996,0.0,0,190,190,886,0,886,273,20,91300
60.0,7879,9,4,1920,1950,0.0,495,225,720,720,0,720,0,523,34900
70.04995836802665,12692,15,8,1992,1993,0.0,1231,1969,3200,3228,0,3228,546,75,430000
60.0,9120,3,7,1925,1950,0.0,329,697,1026,1133,687,1820,240,100,184000
65.0,7800,19,5,1967,2004,89.0,450,414,864,899,0,899,288,0,130000
70.0,7535,12,5,1958,1985,0.0,111,522,912,912,0,912,297,285,120000
21.0,1890,2,6,1973,1973,285.0,356,316,672,672,546,1218,264,28,113000
75.0,9803,21,7,2005,2005,0.0,400,466,866,866,902,1768,603,108,226700
70.0,9170,7,5,1965,1965,0.0,698,420,1214,1214,0,1214,461,0,140000
100.0,15602,6,7,1959,1997,0.0,1247,254,1501,1801,0,1801,484,54,289000
24.0,2308,13,6,1974,1974,0.0,257,103,855,855,467,1322,440,0,147000
60.0,7596,17,5,1952,1952,360.0,0,960,960,960,1000,1960,400,0,124500
80.0,9554,20,8,1993,1994,125.0,380,397,777,1065,846,1911,471,81,215000
75.0,7862,21,6,2009,2009,0.0,27,1191,1218,1218,0,1218,676,102,208300
60.0,9600,17,7,1928,2005,0.0,141,548,689,689,689,1378,360,0,161000
80.0,9600,12,5,1959,1959,132.0,991,50,1041,1041,0,1041,270,88,124500
75.0,14559,12,5,1951,2000,70.0,650,178,1008,1363,0,1363,288,42,164900
40.0,6792,16,7,2005,2006,94.0,0,1368,1368,1368,0,1368,474,35,202665
70.0,9100,12,5,1958,1958,0.0,521,169,864,864,0,864,624,0,129900
71.0,9187,11,6,1983,1983,0.0,336,748,1084,1080,0,1080,484,0,134000
55.0,10594,6,5,1926,1950,0.0,0,768,768,789,0,789,200,0,96500
94.0,12220,16,10,2009,2009,305.0,1436,570,2006,2020,0,2020,900,54,402861
70.04995836802665,10448,14,6,1972,1972,333.0,0,689,689,1378,741,2119,583,104,158000
79.0,10208,15,7,1996,1997,921.0,0,1264,1264,1277,1067,2344,889,0,265000
70.04995836802665,9531,5,6,1998,1998,0.0,706,88,794,882,914,1796,546,36,211000
53.0,10918,6,7,1926,2004,0.0,0,1276,1276,1276,804,2080,282,0,234000
60.0,10800,17,4,1900,2000,0.0,0,0,0,694,600,1294,0,114,106250
90.0,11988,12,6,1957,1957,0.0,777,467,1244,1244,0,1244,336,40,150000
50.0,5000,3,6,1947,1950,0.0,399,605,1004,1004,660,1664,420,24,159000
130.0,40094,7,10,2007,2008,762.0,2260,878,3138,3138,1538,4676,884,406,184750
95.0,11787,15,7,1996,1997,594.0,719,660,1379,1383,1015,2398,834,60,315750
62.0,7500,21,7,2005,2005,0.0,0,1257,1257,1266,0,1266,453,144,176000
70.0,13300,12,5,1956,2000,0.0,377,551,928,928,0,928,252,0,132000
67.0,14948,16,9,2008,2008,268.0,1330,122,1452,1476,1237,2713,858,66,446261
58.0,9098,7,4,1920,2002,0.0,348,180,528,605,0,605,0,0,86000
70.04995836802665,32668,6,6,1957,1975,103.68526170798899,1219,816,2035,2515,0,2515,484,0,200624
85.0,10200,23,6,1988,1989,219.0,783,678,1461,1509,0,1509,600,0,175000
60.0,6155,3,6,1920,1999,0.0,0,611,611,751,611,1362,502,0,128000
60.0,7200,12,5,1955,2007,0.0,0,0,0,827,0,827,392,0,107500
50.0,5000,3,1,1946,1950,0.0,0,0,0,334,0,334,0,0,39300
74.0,9056,8,8,2004,2004,0.0,0,707,707,707,707,1414,403,35,178000
70.0,7000,7,5,1910,1991,0.0,969,148,1117,820,527,1347,0,0,107500
57.0,8924,5,7,1998,1999,0.0,0,880,880,880,844,1724,527,155,188000
70.04995836802665,12735,12,4,1972,1972,0.0,600,264,864,864,0,864,576,0,111250
70.04995836802665,11553,19,5,1968,1968,188.0,673,378,1051,1159,0,1159,336,0,158000
70.04995836802665,11423,5,8,2001,2002,479.0,1358,223,1581,1601,0,1601,670,0,272000
85.0,14601,23,9,2006,2006,584.0,1260,578,1838,1838,0,1838,765,68,315000
70.04995836802665,11000,15,8,2000,2000,72.0,0,969,969,997,1288,2285,648,56,248000
78.0,10140,14,7,1998,1999,0.0,144,379,1650,1680,0,1680,583,73,213250
34.0,4058,12,7,1998,1998,182.0,584,0,723,767,0,767,367,40,133000
58.0,17104,8,7,2006,2006,0.0,554,100,654,664,832,1496,426,24,179665
70.04995836802665,13837,14,7,1988,1988,178.0,1002,0,1204,1377,806,2183,786,0,229000
70.0,8737,3,6,1923,1950,0.0,300,765,1065,915,720,1635,440,38,210000
54.0,7244,11,5,1970,1970,0.0,619,149,768,768,0,768,624,0,129500
49.0,8235,17,5,1955,1995,0.0,180,0,825,825,0,825,720,50,125000
75.0,9375,21,7,2003,2004,0.0,0,912,912,912,1182,2094,615,182,263000
53.0,4043,13,6,1977,1977,0.0,559,510,1069,1069,0,1069,440,55,140000
50.0,6000,17,5,1957,1957,0.0,308,620,928,928,0,928,288,0,112500
87.0,11146,16,8,2006,2006,250.0,0,1709,1709,1717,0,1717,908,39,255500
67.0,8777,7,4,1949,2003,0.0,0,0,0,1126,0,1126,520,96,108000
85.0,10625,16,7,2003,2004,292.0,866,132,998,1006,1040,2046,871,62,284000
58.0,6380,3,5,1922,1950,0.0,0,993,993,1048,0,1048,280,0,113000
69.0,14850,12,5,1957,1957,0.0,895,197,1092,1092,0,1092,299,0,141000
60.0,11040,9,4,1920,1950,0.0,637,0,637,897,439,1336,570,47,108000
57.0,21872,8,7,1996,1997,0.0,604,125,729,729,717,1446,406,22,175000
70.04995836802665,3196,0,7,2003,2004,18.0,0,1374,1374,1557,0,1557,420,20,234000
70.04995836802665,11341,19,5,1957,1996,180.0,1302,90,1392,1392,0,1392,528,0,121500
77.0,10010,11,5,1974,1975,0.0,1071,195,1389,1389,0,1389,418,38,170000
63.0,13907,7,5,1940,1969,0.0,290,706,996,996,0,996,0,0,108000
66.0,21780,7,6,1918,1950,0.0,0,1163,1163,1163,511,1674,396,36,185000
70.04995836802665,13346,15,7,1992,2000,0.0,728,367,1095,1166,1129,2295,590,40,268000
66.0,6858,18,6,1915,1950,0.0,0,806,806,841,806,1647,216,66,128000
77.0,11198,22,9,2005,2007,245.0,0,1122,1122,1134,1370,2504,656,39,325000
70.0,10171,16,7,2004,2004,168.0,2,1515,1517,1535,0,1535,532,0,214000
79.0,12327,20,8,1983,2009,0.0,1441,55,1496,1496,636,2132,612,40,316600
70.04995836802665,7032,12,5,1979,1979,0.0,943,0,943,943,0,943,600,0,135960
74.0,13101,12,5,1965,1965,108.0,231,1497,1728,1728,0,1728,576,0,142600
60.0,7332,12,6,1959,1959,207.0,414,450,864,864,0,864,288,0,120000
83.0,13159,23,7,2009,2009,0.0,0,846,846,846,846,1692,650,114,224500
76.0,9967,8,7,2000,2000,0.0,0,384,384,774,656,1430,400,0,170000
70.0,10500,12,5,1971,2005,82.0,349,23,372,576,533,1109,288,0,139000
80.0,8480,12,5,1947,1950,0.0,442,390,832,832,384,1216,336,0,118500
52.0,6292,18,7,1928,1950,0.0,0,861,861,877,600,1477,216,50,145000
96.0,11777,19,5,1966,1966,97.0,328,285,1164,1320,0,1320,564,68,164500
34.0,3604,21,7,2007,2007,0.0,0,689,689,703,689,1392,540,102,146000
81.0,12150,17,5,1954,1954,335.0,0,1050,1050,1050,745,1795,352,0,131500
70.04995836802665,14585,12,6,1960,1987,85.0,594,331,1144,1429,0,1429,572,110,181900
98.0,12704,16,8,2008,2009,306.0,0,2042,2042,2042,0,2042,1390,90,253293
81.0,11841,7,6,1990,1990,104.0,816,0,816,816,0,816,0,32,118500
75.0,13500,17,10,1893,2000,0.0,0,1237,1237,1521,1254,2775,880,502,325000
51.0,6120,3,4,1935,1995,0.0,0,884,884,989,584,1573,240,0,133000
88.0,11443,23,8,2005,2006,208.0,1460,408,1868,2028,0,2028,880,66,369900
55.0,10267,3,6,1918,2000,0.0,210,0,816,838,0,838,275,0,130000
74.0,8740,19,5,1982,1982,0.0,672,168,840,860,0,860,528,0,137000
65.0,25095,4,5,1968,2003,0.0,1324,113,1437,1473,0,1473,452,48,143000
50.0,9100,3,5,1930,1960,0.0,0,742,742,779,0,935,308,0,79500
64.0,8320,5,7,2004,2004,0.0,490,280,770,770,812,1582,520,45,185900
97.0,13478,16,10,2008,2008,420.0,1338,384,1722,1728,568,2296,842,274,451950
60.0,6600,11,5,1982,2003,0.0,816,0,816,816,0,816,816,0,138000
70.04995836802665,4435,5,6,2003,2003,170.0,685,163,848,848,0,848,420,0,140000
88.0,7990,5,5,1975,1975,0.0,0,924,924,924,0,924,280,0,110000
69.0,11302,22,8,2005,2006,238.0,1422,392,1814,1826,0,1826,758,75,319000
60.0,3600,17,6,1910,1993,0.0,0,684,684,684,684,1368,216,158,114504
53.0,3922,0,7,2006,2007,72.0,0,1258,1258,1402,0,1402,648,16,194201
80.0,12984,6,5,1977,1977,459.0,1283,0,1430,1647,0,1647,621,0,217500
24.0,1950,1,6,1980,1980,0.0,81,23,716,716,840,1556,452,0,151000
74.0,10927,16,8,2005,2005,280.0,546,512,1058,1058,846,1904,736,60,275000
50.0,9000,9,6,1937,1950,0.0,0,780,780,780,595,1375,544,162,141000
80.0,10041,20,8,1992,1992,0.0,789,119,908,927,988,1915,506,150,220000
30.0,3182,21,7,2004,2005,0.0,0,600,600,600,600,1200,480,172,151000
88.0,12803,5,7,2002,2002,99.0,922,572,1494,1494,0,1494,530,36,221000
85.0,13600,12,7,1965,1990,176.0,454,314,768,1186,800,1986,486,42,205000
82.0,12464,5,5,1996,1996,0.0,732,308,1040,1040,0,1040,576,0,152000
78.0,7800,7,5,1948,2002,0.0,603,293,896,1112,896,2008,230,0,225000
78.0,12168,6,8,1934,1998,0.0,428,537,965,1940,1254,3194,380,0,359100
61.0,7943,19,4,1961,1961,192.0,903,126,1029,1029,0,1029,261,0,118500
70.04995836802665,11050,5,9,2000,2000,204.0,904,536,1440,1476,677,2153,736,142,313000
70.04995836802665,10395,14,6,1978,1978,233.0,605,427,1032,1032,0,1032,564,0,148000
70.04995836802665,11885,5,8,2001,2001,108.0,990,309,1299,1299,573,1872,531,122,261500
70.0,8402,11,5,2007,2007,0.0,206,914,1120,1120,0,1120,0,30,147000
21.0,1491,10,4,1972,1972,0.0,150,0,630,630,0,630,0,24,75500
80.0,8800,12,6,1963,1963,156.0,763,173,936,1054,0,1054,480,0,137500
70.04995836802665,7861,8,6,2002,2003,0.0,457,326,783,807,702,1509,393,75,183200
59.0,7227,12,6,1954,1954,0.0,0,832,832,832,0,832,528,0,105500
90.0,11694,16,9,2007,2007,452.0,48,1774,1822,1828,0,1828,774,108,314813
85.0,12244,23,8,2003,2003,226.0,871,611,1482,1482,780,2262,749,0,305000
45.0,8248,7,3,1914,1950,0.0,41,823,864,864,0,864,0,0,67000
90.0,10800,14,6,1974,1997,0.0,956,384,1522,1548,1066,2614,624,243,240000
71.0,7064,19,5,1977,1977,153.0,560,420,980,980,0,980,484,0,135000
70.04995836802665,2117,21,6,2000,2000,513.0,420,336,756,756,756,1512,440,32,168500
80.0,10400,14,6,1972,1972,288.0,247,485,732,1012,778,1790,484,0,165150
87.0,10000,12,6,1962,1962,261.0,0,1116,1116,1116,0,1116,440,0,160000
70.04995836802665,12342,12,5,1960,1978,0.0,0,978,978,1422,0,1422,286,0,139900
80.0,9600,12,6,1955,1972,164.0,674,350,1156,1520,0,1520,364,0,153000
70.0,11606,12,5,1969,1969,192.0,650,390,1040,1040,1040,2080,504,0,135000
82.0,9020,12,6,1964,1964,259.0,624,288,1248,1350,0,1350,520,0,168500
50.0,9000,17,5,1880,1991,0.0,0,636,636,1089,661,1750,240,0,124000
34.0,4590,16,8,2006,2006,108.0,24,1530,1554,1554,0,1554,627,73,209500
85.0,11900,14,7,1977,1977,209.0,822,564,1386,1411,0,1411,544,0,82500
80.0,9250,12,5,1954,2005,0.0,480,108,1056,1056,0,1056,260,0,139400
64.0,6979,17,6,1980,1980,0.0,1056,0,1056,1056,0,1056,576,56,144000
60.0,10896,18,6,1914,1995,0.0,256,1184,1440,1440,1440,3395,0,110,200000
51.0,6120,3,2,1936,1950,0.0,0,264,264,800,0,800,0,0,60000
50.0,6000,17,5,1954,1954,0.0,0,811,811,811,576,1387,256,0,93000
67.0,8777,7,5,1910,1950,0.0,0,796,796,796,0,796,0,0,85000
53.0,3982,0,8,2006,2006,0.0,1154,366,1520,1567,0,1567,648,0,264561
62.0,12677,16,8,2003,2004,472.0,1218,300,1518,1518,0,1518,588,140,274000
